zpid,bed,bath,sqft,street,city,state,overview,images,price
15099206,3,2.0,1962.0,18th Ave,San Francisco,CA,"In the same family for nearly 80 years, this wonderful Richmond District single family home is waiting for its next stewards.  Property features wonderful wood floors, formal living room, formal dining, breakfast nook/office off of dining room, large kitchen, huge garage, massive backyard, and  original details throughout.  All three bedrooms are on the upper floor, as well as one bathroom.  The second bathroom is on the main area.  Access the yard from the kitchen/main level. This is a wonderful home cared for for many years.",https://photos.zillowstatic.com/fp/b6a54d8f45b3bf5aff49089164625f83-cc_ft_960.jpg https://photos.zillowstatic.com/fp/051662a4d5db3a3f7dc17ae4a4278884-cc_ft_960.jpg https://photos.zillowstatic.com/fp/71c88a7527ab3120a9f31ffaa97ca937-cc_ft_960.jpg,1.695
15113098,3,2.0,1820.0,37th Ave,San Francisco,CA,"1869 37th Avenue is the Outer Sunset home you've been searching for! This move-in ready, tunnel entry home features 3 beds, 2 baths on the main level. The highly sought after, but rarely available, reverse layout allows maximum enjoyment of the breathtaking Marin headlands and ocean views. Imagine savoring the vibrant sunsets, while cozying up by the warm fireplace. The gourmet kitchen is a haven for culinary enthusiasts, featuring a brand new 5-burner stove and a commercial-grade hood. Natural light radiates throughout this property with the help of multiple well-placed skylights. With refinished hardwood floors, recessed lighting, and fresh paint adorning the walls, this residence emanates a timeless sophistication. But it doesn't stop there, the lower level presents a bonus en-suite with a full bath & a large walk-in closet, perfect for accommodating overnight guests or transforming into a versatile family room. Sliding doors offer direct access to the expansive backyard. An epoxy-coated 2-car tandem garage provides secure parking, while also accommodating a laundry area & additional storage. The best part of living in the Sunset is the close proximity to Ocean Beach, Golden Gate Park, and a plethora of eateries/cafes and shops along the Noriega, Judah, and Irving corridors.",https://photos.zillowstatic.com/fp/92697b0506f817a3417a893034c657dc-cc_ft_960.jpg https://photos.zillowstatic.com/fp/fe73be7a7537bff7f4fde567a6fdaf7f-cc_ft_960.jpg https://photos.zillowstatic.com/fp/45bb6c54a8bfef6f9823d4ae941ae110-cc_ft_960.jpg,1.499
15129259,3,2.0,1735.0,18th St,San Francisco,CA,"Combining Victorian charm with contemporary design this three bedroom Eureka Valley house offers style, comfort and an ideal location just steps to restaurants, shops and markets.  Benefiting from an open floor plan, the main level flows seamlessly from the living room with window seat, built-in bookshelves and fireplace, through pocket doors to the contiguous dining area and chefs kitchen. The remodeled kitchen boasts custom cabinetry, quartz countertops, a waterfall island, and high-end Viking appliances.  A south facing sunroom/ TV room at the rear of the property with access to the garden, and a powder room complete the main level.  The bedroom level consists of a spacious primary with a sitting area and wall of built-in closets.  The other two bedrooms down the hall are good sized.  The south facing rear bedroom is soaked in natural light and has views of the garden and Japanese Maple tree.  The contemporary bathroom with shower over tub is a perfect example of the modern upgrades to the home.  Hardwood floors throughout, high ceilings, a huge 2 car garage with tons of storage, washer and dryer, landscaped garden with brick patio, and  designer finishes are only some of the many features of this feel good home.",https://photos.zillowstatic.com/fp/2558374b18db7d4174f0c92f5e858233-cc_ft_960.jpg https://photos.zillowstatic.com/fp/93d6291c4d5452cbdd9f5da86f786c0b-cc_ft_960.jpg https://photos.zillowstatic.com/fp/18e4f6f108d2b77ff4469f54c937eb22-cc_ft_960.jpg,2.195
15129523,3,4.0,2176.0,Douglass St,San Francisco,CA,"Eureka Valley Stunner! This gorgeous, renovated home offers 3 beds/3.5 baths across 2 levels. A stunning great room displays dramatic architectural elements including 12' vaulted ceilings and floor-to-ceiling wood trestles. An open kitchen with a center island, waterfall countertops, and deluxe appliances is adjacent to a fabulous dining area with striking downtown city views. The inviting living room has a glass door to the back deck/yard for seamless indoor/outdoor entertaining. Also on this level is a chic half bath and a generous bedroom, complete with ensuite bath and a library ladder up to an awesome attic space. A sleek glass staircase leads downstairs, where a fantastic primary suite features a walk-in closet, 2nd closet, fireplace, and sliding doors out to an outdoor seating area surrounded by lush landscaping. The ensuite spa-like bath boasts a wet room w/double shower and soaking tub, double vanity, and Toto Washlet. Down the hallway is a cozy 3rd bedroom with an ensuite bath, a laundry room, and a 1-car garage w/storage & wired for a car charging station. This beautiful home has been equipped with designer lighting, wide plank hardwood floors, smart home features, and custom blinds. Fabulous neighborhood, blocks from multiple parks/green spaces and great restaurants.",https://photos.zillowstatic.com/fp/2c64037f9b2f2a7199a344a87b08e605-cc_ft_960.jpg https://photos.zillowstatic.com/fp/eebb5c04107812b01a7a4fb5e9674c82-cc_ft_960.jpg https://photos.zillowstatic.com/fp/8aa18e30280915958a2a3d4acda03b84-cc_ft_960.jpg,3.45
15135359,3,2.0,1408.0,Allston Way,San Francisco,CA,"Stunning, fully detached house with the desirable layout of 3 bedrooms on one level on a coveted block in West Portal - a cherished San Francisco neighborhood. This updated home not only has a great layout and sought-after location it also has an impressive kitchen, gorgeous natural light and curb appeal. The main level features a welcoming entryway, large living room with a gas fireplace, formal dining room and chef's kitchen with a nice-sized breakfast nook. Only a few steps up to the upper level are its 3 bedrooms and 2 bathrooms. The primary bedroom is spacious and comfortable. The lower level offers a big bonus space that can be wonderful for entertaining, working from home and working out. The sizable garage has interior access and a lot of storage space. There is 2 car parking in the garage and 1 car parking in the driveway. Beautiful hardwood floors and period details enhance the character of the home. Freshly painted interior and exterior. Low maintenance front yard and backyard complete this property. Near the heart of West Portal Village and its numerous popular restaurants, cafes and shops. Conveniently located by Muni, Stonestown, Stern Grove and schools. Short drive to the freeway, Lake Merced, Fort Funston and Ocean Beach. This special house checks off the boxes.",https://photos.zillowstatic.com/fp/da2d5f35dbe44ac038f6b27d5b2da926-cc_ft_960.jpg https://photos.zillowstatic.com/fp/850477a05d7a008c9dd907d3e43844e7-cc_ft_960.jpg https://photos.zillowstatic.com/fp/96ea7a38a4cd498e7160e6ee54262eb4-cc_ft_960.jpg,1.799
15143299,3,2.0,1142.0,15th St,San Francisco,CA,"The wait is over...you've finally found the top-floor three-bedroom condominium that you've been looking for at a reasonable price for San Francisco!  Located in the Dolores Plaza Condominium complex, this bright and light unit is ideal for those buyers who need extra rooms or those buyers who are looking to have roommates to reduce their financial costs.  The freshly painted condo offers three bedrooms and two full bathrooms with carpeted and tile floors, plantation shutters, plentiful closet storage and outlooks to the greenbelt surrounding the building.  Other features of this fantastic unit include a fireplace insert, a deck off the second bedroom and custom built-in desk and office space in the third bedroom.  One-car deeded parking is found in the secure garage with elevator access.  Additional building amenities include same-floor laundry rooms, open space perfect for dogs and their owners, bike storage, gym/sauna, guest parking, rec room, available guest parking and outstanding on-site professional property management. Close proximity to public transit, nearby freeways, Dolores Park as well as the plethora of restaurants, bars and cafes that populate the Valencia Corridor and the Castro.",https://photos.zillowstatic.com/fp/beaf7a14c90b4ffb6d89ba4baa377b75-cc_ft_960.jpg https://photos.zillowstatic.com/fp/7e287d3f5eaf729f25a7d2fd49fa9c47-cc_ft_960.jpg https://photos.zillowstatic.com/fp/8d6125881beb5bf132e381dc3dc3f20a-cc_ft_960.jpg,1.075
15171831,3,2.0,1014.0,Brussels St,San Francisco,CA,"Welcome to a fully remodeled 3-bedroom, 2-bathroom home in San Francisco's Portola District. This charming residence features restored hardwood floors, new luxury vinyl tile in the kitchen, and updated bathrooms. With a separate full bedroom and bathroom downstairs, ample storage space, a peaceful backyard, and a glimpse of the San Francisco Bay, this home offers both convenience and tranquility. Located in a vibrant neighborhood with easy access to amenities and transportation, don't miss the opportunity to make this your dream home.",https://photos.zillowstatic.com/fp/b40dc423693fa7e08f5008670147c20f-cc_ft_960.jpg https://photos.zillowstatic.com/fp/3fe298753c8ed4c275e507e423fcbc16-cc_ft_960.jpg https://photos.zillowstatic.com/fp/6b03c5b2da3e3bf3215c089c3e4bed1c-cc_ft_960.jpg,0.875
15181045,3,3.0,2020.0,Jersey St,San Francisco,CA,"A quintessential Victorian facade gives way to an airy, sophisticated modernism, open-plan living, fully articulated garden & just the right balance of openness & privacy on an A+ block in the heart of Noe Valley. With custom design, intelligent interior architecture, glorious natural light & fine craftsmanship, this highly refined home goes from elegant entertaining & Zoom-to-bloom functionality with finesse & grace.  The level garden offers true outdoor rooms: a drought tolerant wonderland, lush with native/edible plantings:  olive, lemon, guava,lime,Buddha's hand. Anchored in quality materials & classic detailing, the key assets of this polished residence include: soaring ceilings, expansive open public rooms + gas fireplace, freshly finished bamboo flooring, custom eat-in kitchen & garden access via an impressive steel & glass footbridge.  The serene primary suite has a private patio with fire pit, heated seating, fountain + botanical wonders. 3 LUXE baths, custom library, radiant heat, NEST systems, EV charger are just some of the thoughtful elements. Sought after walkability to 24th Street Village, Noe Valley Public Library, Douglass Playground, tennis courts & Phil's Coffee!  Easy commutability to Fidi and the South Bay.  Run, don't walk.",https://photos.zillowstatic.com/fp/abf68e6ebe7dba5aea6ded755273ad12-cc_ft_960.jpg https://photos.zillowstatic.com/fp/2fa6a43f9dc86312f148a8093c78a495-cc_ft_960.jpg https://photos.zillowstatic.com/fp/5cf8bcba12f9814e6782107c0d4539fc-cc_ft_960.jpg,2.875
15183639,3,2.0,1426.0,30th St,San Francisco,CA,"This charming, updated home in the close-knit neighborhood community of Upper Noe Valley is move-in ready and yet has the potential to be significantly expanded to evolve with new life chapters. Completely detached and flooded with light, the home features an oversized living and dining room that frame downtown San Francisco and Bay Bridge views. A true 3 bedroom with an open living/dining room, the home comes with a separate family room that walks out directly to the rear garden creating a comfortable separation between the quiet and active parts of the home. A large eat-in kitchen comes with Corian countertops, new appliances and is flooded with morning light. Directly off the kitchen, a mudroom with laundry hookups make this part of the home very functional and supportive of a busy lifestyle. The home is complete with 2 large finished basement rooms that can flex in multiple ways (gym, workshop, office, storage). Hardwood floors, built-in shelving, and period tile accentuate the character of the home. Close to the Upper Noe Rec center and the Muni J line, coffee, restaurants and shops this is a dream location.",https://photos.zillowstatic.com/fp/e28b72faf0967e285413eb3a88c799bd-cc_ft_960.jpg https://photos.zillowstatic.com/fp/7c7f069216cdd8ab264245d9675eb6cb-cc_ft_960.jpg https://photos.zillowstatic.com/fp/7a08186920e88f8b2066222ea089f037-cc_ft_960.jpg,1.495
15188695,3,1.0,1126.0,Bannock St,San Francisco,CA,"This charming Mission Terrace two-bedroom beams with 1920's charm and has a fantastic flow. The living room is bright with a handsome brick fireplace.  The formal dining room is open to the updated kitchen with contemporary cabinetry, quartz countertops, stainless appliances with a gas range, and a skylight and vintage dinette.  The main floor has two sunlit bedrooms and a bathroom.  Great details include hardwood floors, picture windows and coffered living room and dining room ceiling.  The home has an additional unwarranted space on the lower level that is ideal for an extra bedroom and office with a recently remodeled unwarranted bathroom. The garage has great storage plus laundry.  The  low maintenance rear yard has a lemon tree and rose bushes with an inlaid brick patio perfect for grilling and lounging.  This home is ideal for commuters with Muni M,K and J lines nearby and BART station minutes away plus 1-280 freeway access.  Local eateries are close by and Balboa Park is a teaming with activities that include an indoor pool, playground, sports courts and dog park.  This home boasts a 92 Walk Score and a 90 Transit.",https://photos.zillowstatic.com/fp/5f3ce50400890f3e99cd3e167aa79dcf-cc_ft_960.jpg https://photos.zillowstatic.com/fp/4dc873bc102ff7ee52bd1e7bba065a4d-cc_ft_960.jpg https://photos.zillowstatic.com/fp/75ed9a2809d63010e2c5268efdfb9278-cc_ft_960.jpg,0.999
15188801,3,3.0,1772.0,Niagara Ave,San Francisco,CA,"First Time on the Market in 40+ Years. Great opportunity to own a stunning 3 bedroom, 2.5  bath single-family in San Francisco's hottest neighborhoods, the Outer Mission. Perfect for entertaining, the main level offers a gracious formal dining and living room with a charming fireplace. New Exterior Paint and Landscape. The home boasts hardwood floors and ample natural light. There are two spacious bedrooms and a remodeled bathroom on this level. The lower level of this home offers an impressive bedroom and family room that opens to a gorgeously landscaped backyard, which can be used as a potential in-law unit. One Car Plus Garage with lots of Storage, and Laundry Area, with an additional parking spot in the driveway. Close to Transportation and Shopping. Easy access to BART/Muni, I-280/101.",https://photos.zillowstatic.com/fp/d407cd7905403cb21aadc6c3ed438a85-cc_ft_960.jpg https://photos.zillowstatic.com/fp/aba8cab76a5c6a27c998cafe63ac8060-cc_ft_960.jpg https://photos.zillowstatic.com/fp/a65bdb5b2f0f04ddd497c18bc0c3b320-cc_ft_960.jpg,1.098
15189745,3,2.0,1596.0,Holloway Ave,San Francisco,CA,"Welcome to this exceptional and timeless residence in the desirable Merced Heights neighborhood. Offering a classic layout of 3 bedrooms and 2 bathrooms, this home proudly sits on an impressive oversized lot, allowing for endless possibilities. Entering the home, you'll be greeted by a meticulously painted interior and exterior, emanating a fresh and inviting ambiance throughout. The seamless flow of natural light that bathes every corner of this home further enhances its undeniable charm, creating an atmosphere that is simply irresistible. Perfectly situated in a central location, you'll enjoy the convenience of being within close proximity to the esteemed Stonestown Galleria, Trader Joe's, Whole Foods, and the vibrant Ocean Ave cafes and shops. Commuting is a breeze with easy access to the 280 Freeway, Bart, and Muni Metro Lines, ensuring that you're always well-connected to the heart of San Francisco. Don't miss out on a chance to call this SF charmer home!",https://photos.zillowstatic.com/fp/6d2bc4497edd2331be8a8c24658d2abf-cc_ft_960.jpg https://photos.zillowstatic.com/fp/c8fb0aee3d32d3a0f6ff2d25b8024f69-cc_ft_960.jpg https://photos.zillowstatic.com/fp/2b5a11409bd062480893f7d3beae662e-cc_ft_960.jpg,1.788
15189977,3,2.0,1450.0,Monticello St,San Francisco,CA,"This three-bedroom, two-bathroom home in the Merced Heights neighborhood has a rich history as it was built in 1957. As the second owner, you'll have the opportunity to create your own stories in this well-maintained property. The house boasts several attractive features, including stunning views of the Pacific Ocean, the San Francisco Golf Club, San Francisco State University, and the nearby Stonestown Galleria. Upon entering, you'll notice the freshly painted interior and exterior, giving the home a clean and inviting atmosphere. The addition of a new window on the west side of the house allows for ample natural light to brighten up the living spaces. Furthermore, a new roof and furnace ensure that the home is well-equipped for comfort and energy efficiency. This home has undergone significant updates, the  kitchen has been updated, featuring modern amenities and appliances. Additionally, the bathrooms have been completely renovated, providing a fresh and contemporary feel. Conveniently located just one block from public transportation, you'll have easy access to explore the vibrant city of San Francisco and its surrounding areas. Overall, this home has undergone significant updates, allowing you to move in with peace of mind and start creating your own cherished memories.",https://photos.zillowstatic.com/fp/e5eae4f843d141a84b420919506d955e-cc_ft_960.jpg https://photos.zillowstatic.com/fp/741c909bcac4d1ede5a01ac6abd8dd6b-cc_ft_960.jpg https://photos.zillowstatic.com/fp/9b0f75fe675ba507d8b000c68c0a46e5-cc_ft_960.jpg,1.45
15193334,3,2.0,1899.0,Byxbee St,San Francisco,CA,"Ready to move-in and collect rent at this beautiful Ingleside Heights home. Three beds/two baths home was recently closed and, life changes, is ready for the next owner. 4th room can be used as additional bedroom. Fully remodeled first floor kitchen overlook the newly rebuilt Merced Heights playground (or Byxbee)for everyone: Families, Seniors, and dogs. The home has refinished hardwood floors, new baseboards, new light fixtures, new interior doors and hardware. New wet bar, refinished kitchen cabinets, new appliances, countertops, backsplash, and sink. Freshly painted throughout! Low maintenance and private backyard. Nearby Mandarin immersion program Jose Ortega elementary, SFSU, Lick Wilmerding, H-Mart, Stonestown, and transportation. Don't miss.",https://photos.zillowstatic.com/fp/7c5d7d86af3e4f44ba40fe81c89eb876-cc_ft_960.jpg https://photos.zillowstatic.com/fp/723f731c9f7b0c8bbfd374086bec6565-cc_ft_960.jpg https://photos.zillowstatic.com/fp/a7dca8840a2a3365d924e5658a805743-cc_ft_960.jpg,1.3
15197414,3,3.0,1990.0,Forest View Dr,San Francisco,CA,"Stunning designer renovation in Lakeshore. Modern open floor plan with expansive kitchen island ideal for entertaining. Three spacious bedrooms including a primary suite with luxurious en-suite bathroom. The family room on the lower level leads to a tranquil landscaped backyard with patio. Parking for 2 cars. Excellent location close to West Portal, Lake Merced, world-class golf courses, Trader Joe's, Target, Whole Foods Market and Stonestown Galleria.",https://photos.zillowstatic.com/fp/d43dbfefa08b19b147a068b4ea7a9663-cc_ft_960.jpg https://photos.zillowstatic.com/fp/427e4f576da33ccb6c074ea53839207e-cc_ft_960.jpg https://photos.zillowstatic.com/fp/c037aa25d5aec9bec58258fd976d739c-cc_ft_960.jpg,1.795
2060459312,3,4.0,1765.0,Missouri St,San Francisco,CA,"The property that has it all, views, space, indoor/outdoor living and an elevator.  3 bedroom suites and 3.5 bathrooms, an office and extra room flexible room in an addition to ample interior storage.  This two-level condominium lives like a single family home. Great upgrades and features throughout. Open and flexible floorpan with high ceilings.  Natural light abounds throughout this home, floor-to-ceiling windows off main room that highlight its Bay views. Located in a two unit building, with secure elevator access from the garage to the main level.  Dramatic 10 foot ceilings in the open kitchen, opens onto a large dining area. Office and a half bathroom as well as two separate and spacious bedroom suites on main level. Both bedrooms have direct access to the a private, flat rear yard. Spacious primary suite on the lower level with walk-out deck. Walk in closet, and laundry room as well as additional room that was added with permits by previous owners. 1 car parking and low dues. Less than one mile from the UCSF Mission Bay campus, Chase center, Caltrain station and the entrance to 280.",https://photos.zillowstatic.com/fp/92985c892433eec31a7d0e935f1a8615-cc_ft_960.jpg https://photos.zillowstatic.com/fp/bf36cd39786b51bd785e932710b787f1-cc_ft_960.jpg https://photos.zillowstatic.com/fp/f69d73d8268db79b025b0c257734cca4-cc_ft_960.jpg,1.895
2067555915,3,2.0,1400.0,Chula Ln,San Francisco,CA,"In this iconic SF neighborhood, stumble upon Chula Lane. Here find a house sporting a turquoise front door welcoming you inside revealing the home’s charm. Off the entry, an eat-in kitchen with plenty of cabinet space, Caesar stone counters and SS appliances. Tall windows fill the kitchen with abundant light. Cozy living room is warmed by a fireplace with vintage iron details. Dining area looks through French doors to a glass filled atrium. First floor also accommodates a private deck and full bath. Through the atrium, enter the backyard filled with bougainvillea, wisteria, and a Japanese maple. Expansive decking for dining and lounging areas. Head up the stairs to two bedrooms, one perfect for a home office, second has lots of closet space with more tall windows to enjoy the view. Upstairs the spacious primary suite has access to a balcony looking towards the backyard. Walk-in closet ready to be customized and an art glass window. Front loading LG laundry units conveniently located in the primary bedroom. En suite bath is flooded with light and has been refreshed with a new vanity and custom lighting. The property has a detached two car garage, rare for SF. This unique home is close to everything the Mission has to offer; dining, coffee shops, Dolores Park and Bi-Rite Creamery!",https://photos.zillowstatic.com/fp/633eb82b3a5a2d54d03d3372400886bd-cc_ft_960.jpg https://photos.zillowstatic.com/fp/58fb35aaae8fed3e0b3aa4f01b3503a7-cc_ft_960.jpg https://photos.zillowstatic.com/fp/8e7c0bc6ee07842240c694200632021a-cc_ft_960.jpg,1.949
2073931452,3,2.0,1375.0,Bush St,San Francisco,CA,"View Penthouse at The District! 3 bedroom /2 bath condo with wraparound balcony, and BIG VIEWS! Large windows and tall ceiling heights combine with open concept living to make this home exceptionally bright and airy. The floor plan provides great flow while separating the guest bedrooms or home offices from the primary bedroom suite. The kitchen offers a high-end appliance package, plenty of counter space and a balcony with massive views - perfect for a morning latte or al fresco dining. Two-car parking and in-unit laundry is included. Built in 2017, The District's modern amenities will keep you entertained and active! Conveniences include a roof deck with BBQ, social room, and a gym. Lower Pacific Heights is known for its trendy neighborhood vibe and includes excellent grocery, retail, and entertainment on the nearby Fillmore and Divisadero Corridors.",https://photos.zillowstatic.com/fp/1eb3c1d30df358d9f30828a7e1ec68a9-cc_ft_960.jpg https://photos.zillowstatic.com/fp/c9971e28c4c68d57457f1a377d5ecdf6-cc_ft_960.jpg https://photos.zillowstatic.com/fp/71df0de3bf9ef50f274b14aaae607654-cc_ft_960.jpg,1.749
325647575,3,3.0,1898.0,Folsom St,San Francisco,CA,"Spacious corner unit featuring 3 bedrooms 3 bathrooms SF's newest luxury condo tower, developed by Related, designed by OMA, The Avery is a sculpted glass tower soaring 618' tall into the SF skyline. Starting on the 33rd floor, residences range from 1-3 bedrooms. Residences feature expansive layouts with floor-to-ceiling windows that emphasize grand views of SF Bay, Bay Bridge, & city skyline. Acclaimed Clodagh Design chose warm wood tones & authentic marbles to create stunning custom interiors. Open gourmet kitchens boast premium Miele appliances & spa-inspired bathrooms feature custom dual vanities & marble clad walls. Amenities & services include attended private lobby, 24/7 valet parking, fitness studio, pool, entertainment lounges & more.",https://photos.zillowstatic.com/fp/7ade0f2ec79a44024db775d88b892735-cc_ft_960.jpg https://photos.zillowstatic.com/fp/d1acf2af64050fef741cc9086d485d24-cc_ft_960.jpg https://photos.zillowstatic.com/fp/a3e8844f26f13e1002bd0f0aceebcb95-cc_ft_960.jpg,3.575
325647612,3,3.0,1934.0,Folsom St,San Francisco,CA,"Spacious corner unit featuring 3 bedrooms 3 bathrooms SF's newest luxury condo tower, developed by Related, designed by OMA, The Avery is a sculpted glass tower soaring 618' tall into the SF skyline. Starting on the 33rd floor, residences range from 1-3 bedrooms. Residences feature expansive layouts with floor-to-ceiling windows that emphasize grand views of SF Bay, Bay Bridge, & city skyline. Acclaimed Clodagh Design chose warm wood tones & authentic marbles to create stunning custom interiors. Open gourmet kitchens boast premium Miele appliances & spa-inspired bathrooms feature custom dual vanities & marble clad walls. Amenities & services include attended private lobby, 24/7 valet parking, fitness studio, pool, entertainment lounges & more.",https://photos.zillowstatic.com/fp/c61a5de5b3ad4b75227f72103e0eccf3-cc_ft_960.jpg https://photos.zillowstatic.com/fp/1e925b4008631469eb74cffda26b730f-cc_ft_960.jpg https://photos.zillowstatic.com/fp/b03ec6509d2ddb3683e1fc9e84edd053-cc_ft_960.jpg,3.725
332861071,3,3.0,2250.0,23rd St,San Francisco,CA,"Great opportunity to own this commercial mixed use, triplex building.   Two-story Victorian style building with 2-cars detached garage, 2 residential units and 1 commercial unit.  Upper unit features: 2 bedrooms/1 bath, kitchen with breakfast nook and separate formal dining room.  Lower unit features: 1 bedroom / 1 bath on the ground floor, kitchen with breakfast nook, extra room for office.  1 commercial unit at the corner of the ground floor.  It is conveniently located at the corner of 23rd Street and Vermont Ave. Easy foot traffic across from General Hospital.   All units are vacant and offer potentials for current market rents.  Excellent investment opportunity or 1031 exchange.",https://photos.zillowstatic.com/fp/b843d7859d0b637a8f31def2ac36a030-cc_ft_960.jpg https://photos.zillowstatic.com/fp/068113f79d946218a69836fa085720bc-cc_ft_960.jpg https://photos.zillowstatic.com/fp/45288c7db937f4645fe036fa0ffc872e-cc_ft_960.jpg,1.59
335654252,3,3.0,1433.0,San Carlos St,San Francisco,CA,"This beautifully remodeled 2-level condo is set on a quaint tree-lined street (walkable to everything - yet, surprisingly tranquil). The house features rich hardwood flooring, designer lighting, stone counters, voluminous ceilings and an open floor plan with a marble-lined bathroom suite on the lower level. 3 updated baths have wall mounted vanities. The open kitchen features a tasteful glass backsplash, center island, stainless appliances and designer cabinetry. The common areas look out onto a deeded yard appointed with a large palm tree and an array of succulents. 1 car parking, storage, in-unit laundry, updated HWH and furnace and an EV charger. One block to the Valencia corridor and easy walking to BART, Dolores Park and the best of the Mission district.",https://photos.zillowstatic.com/fp/e58986af19feb9059dd78f26f0d2319b-cc_ft_960.jpg https://photos.zillowstatic.com/fp/bc4f57a92994107723e18ed9b4a09f7b-cc_ft_960.jpg https://photos.zillowstatic.com/fp/d091f85b3a11e0c6eb2f3cadbe075b93-cc_ft_960.jpg,1.499
51082385,3,2.0,1715.0,Jones St,San Francisco,CA,"In stunning Russian Hill, w a 98 WalkScore, and steps to North Beach, this renovated ~1700+ sq ft 3BD/2BA top level condo, in a boutique 3-unit Edwardian building, will win your heart! Open kitchen, dining and living spaces flow together lined with large picture windows framing views of Coit Tower, the Transamerica Pyramid, and Salesforce Tower  perfect for entertaining! Soaring ceilings, crown molding, and a brick surround gas fireplace w TV hookups above, and flanked by beautiful wood built-ins. Light filled pro KIT w stainless appliances, Sub Zero, Thermador 6 burner stove, custom cabinets, and a center island w a breakfast bar. Down the warm wood hallway at the quiet rear of the home, 3 spacious BDRs  two overlook the garden, and connect via custom walk-in closet, and each has its own closet. Two sumptuous, marble tiled full BAs complete the home. Freshly painted throughout. Central air conditioning and heating. Deeded parking, and 2 deeded storage rooms totaling 190 square feet  one room is perfect for bikes, skis, etc, and the other for a Peloton rm or home gym. Shared, lush garden. A walker's paradise  steps to world class shops, cafes and restaurants, the new Francisco Park, the F and L lines. Bike to the Ferry bldg, MOMA, and your downtown office. The whole package!",https://photos.zillowstatic.com/fp/ad839a4a693cbb3e17e097939546837b-cc_ft_960.jpg https://photos.zillowstatic.com/fp/74aec45625bb6f0178139d8bfa6b5359-cc_ft_960.jpg https://photos.zillowstatic.com/fp/adf432b06ce13a9f05c12ab379d7e719-cc_ft_960.jpg,1.795
61325355,3,3.0,1641.0,3rd St,San Francisco,CA,"Welcome home to this stylish tri-level residence in the desirable Dogpatch neighborhood. This 3 bedroom, 2.5 bathroom home has everything you need including 1 car garage parking, multiple balconies, and a private view rooftop deck. Enter the first level of this home through a large foyer that leads to 2 spacious bedrooms. The primary bedroom has a walk-in closet and an ensuite bathroom. There is an additional full bathroom with laundry on this level. Upon ascending to the second level, you are welcomed by soaring high ceilings, open dining and living space, a fireplace, and 2 balconies. The large kitchen features stainless steel appliances and plenty of storage and countertop space. The third level is a loft bedroom with its own private city-view terrace and access to a private roof deck offering big views of the city and Potrero Hill. Centrally located near wonderful restaurants, bars, shops, 3rd St. Muni line, Caltrain, Esprit Park, Crane Cove Park, Warriors Chase Center, Giants Ballpark and much more. EV charging is possible, other residences have added it! Well managed HOA and building.",https://photos.zillowstatic.com/fp/bd81c248ea10c2005698ea204cb323c2-cc_ft_960.jpg https://photos.zillowstatic.com/fp/e41866a9914bd1019fbbb1be2a6ac52c-cc_ft_960.jpg https://photos.zillowstatic.com/fp/7276494441f136048b593d52553d4a99-cc_ft_960.jpg,1.495
63153965,3,2.0,1290.0,Precita Ave,San Francisco,CA,"Gardener's Dream on an extra-large lot! Hip, peaceful, renovated and uber chic full floor condo in a prime location where Bernal Heights meets the Mission. This top floor flat in a quaint 2-unit building was recently renovated with new wide plank oak floors, update kitchen and baths, new lighting and California Closets, all while maintaining and recapturing the original period details throughout including soaring ceilings, original fireplace, oversized bay windows and incredible millwork. Enter the home through the foyer and into the gracious living room with bay windows and fireplace. BR #1 is opposite the living room while BR #2 is accessed through the French doors in the Living room. Head down the hall past the formal dining room and into the eat-in, renovated kitchen. Just off the kitchen is the  full bathroom. The spacious primary suite and half bathroom overlook the massive rear garden with partial views of downtown and beyond. No need for the farmers market with this backyard! This garden already has artichoke, lemon, apple trees, gorgeous flowers, vegetable plots and more. BONUS- A full basement for ample storage. In a prime location close to Precita Park, 24th St. BART, tech shuttle stops & many amazing restaurants & shops on Folsom, Cortland and the Valencia Corridor.",https://photos.zillowstatic.com/fp/09babeb409799473659755db18a1e76c-cc_ft_960.jpg https://photos.zillowstatic.com/fp/167b82a326786a74a8dad5150d5f5e13-cc_ft_960.jpg https://photos.zillowstatic.com/fp/57028e6b95a79976c46792ae9a7097f8-cc_ft_960.jpg,1.249
