zpid,bed,bath,sqft,street,city,state,overview,image,price,is_augmented
53932730,2,1.0,937.0,N Hunt St,Portland,OR,"A quick walk through the friendly neighborhood of Kenton Park, downtown Kenton, Line X, and the main highway. Upgraded power systems and mechanical systems that keep the house cool with no ducts. A radiator and space for fresh and healthy air. [Home energy score = 8. HPP report at: / / rpggreenbuilder registry.com / hes / OR10036050]",https://photos.zillowstatic.com/fp/968094ebc335d44c4cb1aaa24af1b1d3-cc_ft_960.jpg,0.3849,True
53845149,2,2.0,1058.0,SW Comus Pl,Portland,OR,Open plan with plenty of space throughout the house. Private deck overlooking the courtyard with such a quiet location. Minutes from Lake Oswego. This one-of-a-kind condo has a swimming pool and will not survive in this market.,https://photos.zillowstatic.com/fp/1535fac1b66c2b40396611ca949c13bc-cc_ft_960.jpg,0.2749,True
48567251,3,3.0,2471.0,NW 164th Ave,Portland,OR,"Charming house in Bethany with bonus studio / garden on 0.23 acres surrounded by greenery. Picturesome setting with gazebo, covered patio, raised garden beds, wildflowers, white cardboard fence and much more. 2,004 square feet, 3 + 2 and 2.5 bathrooms. Two-story large room with a wall of windows to calm the courtyard. First floor with oil-soaked, double vanity and a walk-in area. Two bedrooms on the top floor with access to a large pantry. An additional 468 square feet - ""Blue Panda"" - studio with covered patio and bathroom - used as a gym, art studio, media room, children's play room, home office and much more. New roof, ventilation and air conditioning system, new paint. Mini to Bethany village, walkways. Beautiful schools!",https://photos.zillowstatic.com/fp/2a11aeca6f9c884b3f35f32a4891e803-cc_ft_960.jpg,0.7399,True
79896252,1,1.0,725.0,SW Harrison St,Portland,OR,"Additional storage and secure parking located in the building. Conveniently located to universities, restaurants, shops, entertainment, parks and the Farmers ""Market. Streetcar is right outside your front door and awaits you anywhere in the city centre!",https://photos.zillowstatic.com/fp/653be90aa0d04fd53f655bdd0ac46763-cc_ft_960.jpg,0.28,True
53903441,2,2.0,1096.0,SE Caruthers St,Portland,OR,"Easy access to the motorway and a short drive to PDX. Enjoy the off-road in this supported community and relax in this comfortable house with its large beds. A private garage and storage space are on your doorstep, and the beautiful backyard area gives an open space to enjoy warm summer evenings.",https://photos.zillowstatic.com/fp/3bc88c5af12f4bbef2dfaa6ba35af467-cc_ft_960.jpg,0.239999,True
53899913,4,4.0,3626.0,NE Flanders St,Portland,OR,"No sign on the house. Reconstruction of the ""crazy man"" by RR Chandler & Aram Irwin Design. Get ready for the commotion! 1915 - a man with huge walls, mahogany wood panels, glass ceilings, incredible built-in rooms. You will enjoy an open, elegant kitchen with adjoining family room. On the top floor there are 4 bedrooms, a lounge, plus 3 full baths (including 2 heated). Renovated electricity, ventilation, plumbing - really ready to move.",https://photos.zillowstatic.com/fp/8fe83080b01805d1194285ee7530c13a-cc_ft_960.jpg,1.5,True
53881449,5,4.0,2861.0,NE 15th Ave,Portland,OR,"Magnificent, renovated interior has room for everyone to thrive. The kitchen with marble tables, upmarket restaurants and paved pot filler, beautiful bathrooms, electrician, plumber, roof, siding and paint. Fully manicured and well maintained property for dogs! The long road and garage mean a heavyweight parking lot is history. And with coffee, restaurants and bars nearby, you'll always be just steps away from the hustle and bustle.",https://photos.zillowstatic.com/fp/490d1f00494f82d889d71f3bc34d15f3-cc_ft_960.jpg,1.025,True
62634600,3,3.0,2740.0,NW Hamel Dr,Portland,OR,"Step inside and you will be greeted by a warm and attractive interior that impressively combines classic charm with modern comforts. The comfortable layout offers both functionality and a quiet flow, making everyday life more comfortable. With abundant natural light flooding the rooms, the house feels bright and airy, creating an attractive atmosphere. One of the hallmarks of this remarkable property is the garage with 18-inch sofas, which includes a work area and a spacious storage area beneath the house. This space provides a great opportunity for hub lovers, artists and simply lovers of entertainment to enjoy their creativity and animate their lives.",https://photos.zillowstatic.com/fp/e3aeb745578876c91bc5a8665bedeaf2-cc_ft_960.jpg,0.85,True
2123832301,2,2.0,2044.0,N Bridgeton Rd SLIP 3,Portland,OR,"Experience tranquil riverfront living with this lovely 2 bed, 2 baths floating home. Stay cozy with in-floor heating and take in breakfast river view from the upstairs balcony. With space for a small boat, you can enjoy the water right from your own backyard. Fea new float, customized kitchen, bathrooms, and built-in-bed in the primary, this house is one of the kind. Appreciate a tight-knit community conveniently located near I-5.",https://photos.zillowstatic.com/fp/1d6dc49b457b2b25abed1f8a3f45889e-cc_ft_960.jpg,0.325,True
53891178,4,2.0,2259.0,NE Pacific St,Portland,OR,"Welcome to this charming vintage house! Built in a quiet neighborhood with walking distance, this meticulously maintained Meyer-style crab mansion demonstrates an exceptional level of detail and commitment to the era. The attraction of the curbside is enhanced by a beautiful wall with built-in lighting and a cast-iron gate overlooking the street. Relax on the porch and wave to your neighbor. Alternatively, the rear solarium offers quiet relaxation and a view of the garden. Inside, discover a treasure trove of vintage elements of new button switches, lined and fresh glass doors with restored napkins and fittings.",https://photos.zillowstatic.com/fp/fae886127633b1d8a42dcf76f3564dc8-cc_ft_960.jpg,0.725,True
53827443,5,5.0,7247.0,NE 28th Ave,Portland,OR,"The C.H. Farrington Estate in Dolph Park is one of the most exclusive houses in North Portland. Purchasing it in 1925, this house was designed by Carl L. Linde, and rightly decorated with exquisite finishes throughout his life. The impressive courtyard with immaculate landscapes and mature trees allows peaceful rest on almost half a acre of privacy, ideal for both intimate and large spaces. Continuous extensive glass doors and windows are hermetically connected to the interior and exterior spaces. Formal communal spaces, connected by curved arches with plenty of natural light, appeal to the aesthetics of modern theatre design.",https://photos.zillowstatic.com/fp/796fbd525a7ac7244e3c7417ac832e19-cc_ft_960.jpg,4.0,True
176544599,1,1.0,528.0,SE 82nd Ave,Portland,OR,"Looking for an affordable industrial house in the heart of SE Portland. Look no further than this house in Central Trailer Park, located in a community of all ages! Freshly renovated w / new carpets + paint. Possibility to buy in the bedroom + office. Parking on the driveway allows for two cars.",https://photos.zillowstatic.com/fp/fd9b381ca733457d241b5f5a53e81bd2-cc_ft_960.jpg,0.055,True
53882084,2,1.0,720.0,SE 21st Ave,Portland,OR,"Welcome to this fabulous house on a corner. Conveniently located in the Ford Abernathy area in the commissary grocery store, farmers markets, parks and schools.",https://photos.zillowstatic.com/fp/3e5e4b9e96cb047973954ff9f30dc59c-cc_ft_960.jpg,0.4199,True
53858480,4,3.0,1884.0,NE 27th Ave,Portland,OR,"Two houses for 1 lot. Loan in Alberta's popular arts district. Charming 1925 BBL and a separate ADU. 4738 NE 27th is worth 1925 BBL. It is currently empty, but recently leased for $1975. Major renovations in 2015-2016 include: a 30-year-old roof. Milvinyl windows. Hardplank. Exceptoir paint. Street-to-house plumbing. Sewer. 95% efficient gas stove carrier. Full regeneration with end pipe. Water heater. 200 amperage. Electricity. Interlude replacement. Gas fireplace. Interlude paint. Cherywood kitchen. Lamber and marmolyaic floors. Complete bathroom redesign. 2726 NE Wygant is a separate ADU built in 2017. 800 square feet. 2 bedrooms. 1 & 1 / 2 bbL. Lamber and carpeted floors.",https://photos.zillowstatic.com/fp/ec1c40d5c2054fa11e694a39a3fa0fa6-cc_ft_960.jpg,0.795,True
70514753,3,2.0,2336.0,NE Dekum St,Portland,OR,"Come and see this wonderful well with many improvements: new water heater, renovated sewer, plumbing and oven. Wooden floors restored. Retro-installation after the earthquake. Central air conditioning, fresh paint and much more. Huge courtyard with deck.",https://photos.zillowstatic.com/fp/8ef27bab75082801c56639ef02126db0-cc_ft_960.jpg,0.52,True
53868206,4,3.0,3159.0,S Corbett Ave,Portland,OR,"Opened on July 1-2, from 1-3 p.m., this meticulously restored and restored house honors its original look while bringing modern upgrades to it. It is located on a 0.37-acre plot overlooking the Hood Mountains and the Willamette River, with views of fireworks on holidays and sunrises throughout the city. The two-story store is equipped with two mini-shops that provide both heat and air conditioning. It is an ideal space for entertainment, woodworking or the creation of a home gym. At street level, there is a garage for added convenience and parking. Outside, stunning perennial plants and breathing dahlia create vibrant colors.",https://photos.zillowstatic.com/fp/0c60311ef66f0d3650ab3745abc125a3-cc_ft_960.jpg,1.25,True
53872008,3,2.0,2203.0,NW Raleigh St,Portland,OR,"Located on a sunny corner in one of Portland's most desirable neighborhoods and just a few blocks from Wallace and Forest Park, the Chapman School, and all of northwest Portland! Located on a tree-lined street and a short distance from Legacy Good Samaritan Hospital, the Cohn Way neighborhood, and Montgomery Park, the beautiful home is surrounded by a variety of established plants, including rhododendrons, peonies, azteks, lakes, sycamores, apples, and beech trees.",https://photos.zillowstatic.com/fp/c151f45b770b0d8676a461dc98ffd181-cc_ft_960.jpg,0.86,True
53860982,3,3.0,1170.0,N Colonial Ave,Portland,OR,"Renovated 2-storey ""Overlook contemporary."" Private location, 1-block light rail transport, shops, tons of restaurants and much more! New floors, plumbing and paint. Gas fireplace, renovated kitchen with bedding stove, breakfast bar and dining room. First class suite with updated bathroom, walkers and charming window seat (perfect for peering into the sunny east window). Fully landscaped west backyard with plenty of sun and space for your garden, fruit trees, chickens, dogs and babies.",https://photos.zillowstatic.com/fp/60ec402b15cf8a3a97a067cd14ad0d4d-cc_ft_960.jpg,0.4499,True
53941529,3,2.0,1740.0,SE Reynolds St,Portland,OR,A rare Portland resident in a beautiful neighborhood of Brooklyn. A fully finished basement includes a bedroom (unsatisfactory) and a bathroom with a separate entrance! The parking at the rear provides plenty of off-street parking. The fenced courtyard is perfect for summer barbecues along with air conditioning to keep you cool. The sunny room at the front provides great space to get sunlight in winter! Close so many amenities on Millwokie and Holgate Avenue! Open 7 / 1 & 7 / 2 11-13 p.m.,https://photos.zillowstatic.com/fp/f2170d421428b917a234272e3276f822-cc_ft_960.jpg,0.4495,True
48213300,3,2.0,3038.0,SE Hazel St,Portland,OR,"This house boasts 3 bedrooms on the main level and a complete, partially finished basement with a very wide staircase and good ceiling height. External entrance for possible separate living areas or for your mother-in-law (ADU? AIR B & B?). A large hall and spacious bathroom and spacious groove are just a couple of features that will certainly please! It would be quite easy to turn part of the main bedroom hall into a baby bathroom. This art blanket is replete with spring flowers and plants! Come and see this yard explode with flowers this spring and summer!",https://photos.zillowstatic.com/fp/1a1823cacb0a059f2cdc101ce2d4ac91-cc_ft_960.jpg,0.42,True
67571247,2,3.0,1199.0,NW Germantown Rd,Portland,OR,"Relax in the courtyard and enjoy stunning views of the Willamette River, the 4 Mountains, and the St. John's Bridge! This recently renovated home-style condo lives in large rooms with ventilated fireplaces and plenty of natural light.",https://photos.zillowstatic.com/fp/adb8a48f6e7183de8d4e751d51664ed0-cc_ft_960.jpg,0.342,True
53971010,3,2.0,1326.0,SE 171st Dr,Portland,OR,"Welcome to this delightful ranch-style house with three bedrooms and two bathrooms! Located on a spacious, corner plot, this property is ideal for those with a green thumb, offering ample space for gardening and outdoor activities. Try to cool off comfortably in the warm months with central air conditioning. Inside you will find original solid materials that add character and warmth throughout the house. All the bedrooms are generous, providing plenty of space for relaxation and personalization. The living room has a large sliding door that leads to the rear patio, hermetically connecting the interior and exterior living spaces, as well as a fireplace that burns wood.",https://photos.zillowstatic.com/fp/b717f95bf85eaaad91b11305db931146-cc_ft_960.jpg,0.425,True
96410279,5,4.0,2317.0,NW 149th Ter,Portland,OR,"Discover the carefully designed mother-in-law's suite with a luxurious bath and spacious walk-in area, conveniently located on the main level. At the entrance, you will be fascinated by the stylish dressing room and the grand, hand-made staircase that greets you. The house displays timeless aesthetics, with quartz countertops everywhere, decorated with beautiful hardwood floors that cover the entire ground floor. Dive into the enchanting cabin, a charming fireplace, warming fireplaces, generous door handles, a charming wall and a flat back yard decorated with murals and synthetic turquoise, adding an irresistible charm to the house.",https://photos.zillowstatic.com/fp/95a39294890a8bacfcd019f1d3aaefc5-cc_ft_960.jpg,0.8199,True
79893089,1,1.0,553.0,SW Cardinell Dr,Portland,OR,A corner block on the top floor with unobstructed views of the mountains and the city. A high-end complete redesign of the bathroom was done using designer floor-to-ceiling tiles. Everything is included in the price. The condo has a built-in lounge. The building does not meet the requirements for rent and can be bought as a residence or investment property.,https://photos.zillowstatic.com/fp/5847dce607df60b878949fe9562deb0c-cc_ft_960.jpg,0.215,True
53844258,5,3.0,3060.0,SE 23rd Ave,Portland,OR,"Bring your ideas for renovating this beautiful architectural jewel! The facade is only 8 years old, Hardwick is believed to be under the carpet. Potential separate living area / mother-in-law with a separate entrance to the basement. Private courtyard and spacious garage. Amazing, quiet neighborhood close to everything that the Division and Hawthorn have to offer.",https://photos.zillowstatic.com/fp/8e41815eae2b7fb21ccf07da0ccce335-cc_ft_960.jpg,0.649995,True
53996721,2,2.0,1308.0,NW Saltzman Rd,Portland,OR,"HUGE REDUCTIONAL! The country is like a private home a few minutes from downtown Portland! Excellent features include: a house by the stream, right down the street from Forest Park trailhead, a primary suite with entrance and bathroom, also with wall-to-wall windows, own forest sheep, almost no neighbors! This is a unique property that just waits for your touch! The buyer must do a proper fingerprint and check ALL the information (numbers, lines, square meters, utilities, etc.).",https://photos.zillowstatic.com/fp/14359c59d73e00e41f1bac06724a7672-cc_ft_960.jpg,0.1949,True
53881640,3,4.0,3167.0,NE 34th Ave,Portland,OR,"Are you looking for a private office working from home? Then take a look at the enlarged garage space, which is now an ideal guest quarter or home office with a mini-split! So much flexibility in this renovated and beloved home, just waiting for your final touches to make it 100% your personal portfolio! [Home Energy Score = 3. HES Report at https: / / rpgreenbuilder registry.com / hs / OR100565]",https://photos.zillowstatic.com/fp/95e42d858ca99d2c5601ed7576ecfe9b-cc_ft_960.jpg,0.995,True
53979284,1,1.0,861.0,SW Park Pl,Portland,OR,"Relax on the rooftop patio, which sits just below the roof and offers stunning views of the city. The condo comes with all the necessary kitchenware, an updated electrical panel and lower carpentry in the bedroom. There is also a comfortable exercise room and lounge located next to the main foyer. The unit comes with a covered parking lot, which is purchased for added security. The condo also comes with a storage unit! Ready to move, this house is ideal for those looking for a low-maintenance lifestyle.",https://photos.zillowstatic.com/fp/653414612e8b320cee470a3eb187595c-cc_ft_960.jpg,0.289,True
53830735,3,2.0,2262.0,SE 25th Ave,Portland,OR,"The house was filled with ladies ""bugs, tea cups, stickers... if you could put a ladies"" maid on it, she would do it! The decor of the bugs is no longer preserved, but its spirit lives on. This delightful cosmetic fixer waits patiently for your modern touch. Amazingly maintained for years. The newest water heater, stove and air conditioning. The fireplace in the living / dining room is filled with natural light and potential hardwood under the carpet.",https://photos.zillowstatic.com/fp/d16c67149f468138374c5c75b9dc1c38-cc_ft_960.jpg,0.475,True
123703786,5,3.0,2144.0,SE Sherman St,Portland,OR,"Discover the sat 7 / 1 1-3PM!! This spacious new-build crazy house has been freshly painted and has a brand new carpet! Brilliant hardwood floors and splendid countertops in the kitchen and bathroom, tiled rear and delightful lamps in the farmhouse! A large courtyard ready to turn into your urban garden! The original bedroom with bathroom and shower, central vacuum and air conditioning! This one leaves much to be desired, hurry up!",https://photos.zillowstatic.com/fp/681a8e5128f36687427be90ed1f5b96e-cc_ft_960.jpg,0.5499,True
53864307,3,2.0,1258.0,SE 16th Ave,Portland,OR,"Super-sweet Ballau in Brooklyn.. 3-bedroom 2-bedroom, amazing condition in retro / vintage kitchen complete with built-in dining area, under seat, stove and fridge, microwave. Large living area with fireplace, 2-bedrooms on main + full bath and easy access to porch. Level below includes bedroom, pantry, stack hooks and dryers + full bathroom with shower.",https://photos.zillowstatic.com/fp/f6f0a43819a1444e521b0059a7a74b6a-cc_ft_960.jpg,0.4625,True
48247978,3,2.0,1080.0,SE Rainier Ct,Clackamas,OR,"Great opportunity! 3 bedrooms, 2 bathrooms, huge courtyard, corner plot, covered canopy, shed in the yard used as an office, minutes from 205, house ""AS-IS""",https://photos.zillowstatic.com/fp/e9ec2787af1fd6d2da2878f69a63af6d-cc_ft_960.jpg,0.325,True
48250738,3,2.0,1592.0,SE Oatfield Rd,Milwaukie,OR,"The main floor has a spacious kitchen, a full bath and sliding doors leading to the front and rear pillars. Downstairs there is a second living room as well as a shelter / hobby / office / craft room. Downstairs there is also a full bathroom, pantry and pantry. Relax and enjoy stunning views from the numerous retreats throughout the front, back and sidewalk.",https://photos.zillowstatic.com/fp/640c07b3c50d95cdc2c3a09aa4e2e30a-cc_ft_960.jpg,0.4699,True
17061615,5,4.0,,Oliphant St,San Diego,CA,"Welcome to 2023! This is a rare opportunity to own a beautiful three-bedroom property in one of San Diego's most sought-after neighborhoods. A country house near Liberty Station and San Diego Bay. The quintessential California lifestyle plus each apartment has its own unique charm, with spacious layouts, an abundance of shameless burglaries, natural light, air conditioning, a stacked pantry and its own courtyard. The front house has 3 bedrooms, 2 bathrooms with a large new enclosed front yard and backyard. Parking is available for three cars in the driveway. This property is ideally located just a few blocks from the shops, The Lot and all the benefits of Liberty Station.",https://photos.zillowstatic.com/fp/d1c6e027785d16ffa3ae82e5d2599cf9-cc_ft_960.jpg,2.3,True
16960891,2,2.0,948.0,Orchard Ave,San Diego,CA,Bring a hammer and scissors. Prepare to decorate at your heart's desire. Mounted on cliffs. Non-intrusive ocean view. Ground floor. End block. 15 units in the building. Promises for future improvements.,https://photos.zillowstatic.com/fp/e986a017eb7448a49dee9c0e5b11686a-cc_ft_960.jpg,1.1,True
16805278,2,1.0,882.0,Paseo Montalban,San Diego,CA,"Lovely Rancho Penashos condo with 2 bedrooms and 1 bathroom, shared parking garage with laundry, as well as a washer / dryer unit in the home. Renovated laminate flooring, granite countertops, freshly painted and ready to move in. Privacy location, walk to Black Mountain trails, easy access to freeway as as Power Unified Top Rating Schools make it the perfect home.Property will be active on 6 / 20 with professional photos coming 6 / 21. Call Jane Kennedy for additional information.",https://photos.zillowstatic.com/fp/200cd7e451c27a1230eceaa98ab5546d-cc_ft_960.jpg,0.479,True
16837130,2,2.0,1212.0,Crystal Dawn Ln,San Diego,CA,"This corner block on the top floor is flooded with natural light and has ventilation holes. This block has been tastefully decorated with new white display cases, quartz countertops, luxurious vinyl boards, new paint including a new smooth texture, new SS emblems and 2 fully decorated bathrooms. A well-equipped main bathroom with double vanity, a walk around the city and Toto's toilet. The block also includes a dryer, a new stove and 2 courtyards.",https://photos.zillowstatic.com/fp/ee3b4672f7cd9b9eaca9ca32bc9733af-cc_ft_960.jpg,0.9299,True
65238889,1,1.0,704.0,Charmant Dr,San Diego,CA,"The renovated kitchen includes unsheltered parquet floors, modern tiled floors, modern subway-style parquet floors and splendid countertops! Renovated hardwood floors, crown molding and double glass windows. The renovated bathroom offers beautiful cloth with granite countertops, granite countertops, tile worktops and dryers, and an exclusive patio with storage space for the garage and one guest car park on the ground floor.",https://photos.zillowstatic.com/fp/fdc40c9a94b62c8fa70da88a1cb43e53-cc_ft_960.jpg,0.598,True
16967052,3,3.0,1622.0,Curtis St,San Diego,CA,"The original hardwood floors have been lovingly preserved, with stunning stripped and restored finishes that illuminate the space, enhance natural light and showcase the home's inherited beauty. The original layout of the 2.5-bedroom house (including a ""third"" bedroom the size of a bedroom) and 1.5 bathrooms converted into a magnificent 3-bedroom, 3-bathroom harbor! Each room has been lovingly preserved, with designer finishes that illuminate the space, enhance natural light and showcase the home's inherited beauty.",https://photos.zillowstatic.com/fp/140a49ffe7039abc98b71d4aca469d03-cc_ft_960.jpg,1.995,True
17008953,3,2.0,754.0,Celia Vista Dr,San Diego,CA,"Welcome to this stunning single-family home with a bonus studio located in the popular Raleigh Park neighborhood of the College district. This house, built on generous land, boasts a freshly installed sprinkler system and lush soda, creating an attractive and bright open space. Step inside to discover a carefully restored interior that has undergone a complete transformation.",https://photos.zillowstatic.com/fp/52dc14e7c909aa8d4ef666b5ab1b08a0-cc_ft_960.jpg,0.749,True
66110659,1,1.0,597.0,Shoreline Dr,San Diego,CA,"This long-awaited move into a finished ground floor building was recently painted with all the steel inserts, built-in lighting, granite countertops, a sink and dryer with additional storage and an expanded patio. This complex offers two clubs, two swimming pools, a spa, a Jacuzzi, tennis courts, rackets, tennis courts, walkways, BBQ grills and picnic tables included in a very low HOA, as well as water and grass.",https://photos.zillowstatic.com/fp/f5a030c40f8365d6733b41aa4450105d-cc_ft_960.jpg,0.4999,True
17005010,3,2.0,1188.0,Estelle St,San Diego,CA,"The houses boast elegant furnishings, quartz countertops, floor coverings and soft touch carpet in the bedrooms, cabinets, paint, illuminated ceiling fans, beautiful bathrooms, and much more. Good patios for entertainment and low-maintenance patios. Live in one and rent out the other!",https://photos.zillowstatic.com/fp/8d24b6f0217c4e25d950a748ad9a85e9-cc_ft_960.jpg,0.879,True
17168639,5,2.0,1488.0,Layla Way,San Diego,CA,"The new kitchen features delightful white quartz countertops, steel sink and ranch-style sink, new rear wall, white cabinets, new water filtration system and new steel walls. The entire interior has been recently painted, double glazed, new doors in each room, new mirrors and doors, and a brand new tiled roof.",https://photos.zillowstatic.com/fp/ce80b8d7266206448adf5b1efcf8e741-cc_ft_960.jpg,0.775,True
2057150706,3,3.0,2212.0,Vista St,San Diego,CA,"With 3 bedrooms, 2 bathrooms and a separate grand apartment, this property offers both spacious living space and the potential for additional rental income or guest modifications. Once you step onto the veranda, you will immediately be captivated by the quintessential details of the house, including the rich wooden work and tapered columns. The warm and inviting atmosphere is maintained when you enter the main house, with its hardwood floors, high walls and original built-in spaces. The main level boasts a generous living room, ideal for cozy living rooms or entertaining guests.",https://photos.zillowstatic.com/fp/c1782c988357ce2dce34ab6f1f8f13dd-cc_ft_960.jpg,1.699999,True
63777215,3,2.0,1944.0,Pacific Hwy,San Diego,CA,"High on the 18th floor of the cobbled Grand North, this rarely accessible and much sought-after northwest corner of the residence, with breathtaking views from every room. The chef's kitchen opens to the main living space and an expanded patio balcony, ideal for entertaining or your private daily relaxation.",https://photos.zillowstatic.com/fp/711136432a8b7ec43defb01ea23333e7-cc_ft_960.jpg,2.188,True
71007665,4,2.0,907.0,Jewell St,San Diego,CA,"This one-level condominium is in good condition with hardwood floors, beautiful carpet and tiles. Kitchen has granite counters and stainless steel counters.",https://photos.zillowstatic.com/fp/7a8d69183a77ff9988dd63cf02d6f72a-cc_ft_960.jpg,0.749,True
140114041,1,1.0,540.0,Maturin Dr,San Diego,CA,"This one-bedroom apartment is located in Rancho Bernardo. Kitchen has beautiful granite tables and updated cabinets, even real wooden floors. This house has central air and heat and enjoy a front partially enclosed patio for relaxation and plenty of space for the dog to play while you BBQ. Refrigerator, wash and dryer conveyor belt with the property. Closed to shops and highways.",https://photos.zillowstatic.com/fp/4a95479bd8d506ca747dfb8a90ecddb2-cc_ft_960.jpg,0.4799,True
17131746,4,3.0,2164.0,Sula Way,San Diego,CA,"Welcome to this cozy and inviting two-story house located in the heart of Paradise Hills. The property is ready to move, has many upgrades, a spacious floor plan, a bonus Californian living room / solarium, and much more. You will be close to schools, shops, restaurants, highways, public transportation, making it convenient to be anywhere in San Diego within minutes. Please call or text for more information.",https://photos.zillowstatic.com/fp/7956329f3b308bb805a9f878a8fe44df-cc_ft_960.jpg,0.79,True
17202222,4,3.0,2169.0,Matinal Cir,San Diego,CA,"For the first time in 33 years in the much-coveted Westwood community of Rancho Bernardo. When you enter, you will be greeted by vases, a large and open floor plan with lower windows that offer bright, bright and attractive living space. This exceptional home has been renovated with Calacatta quartz counters, white shaker cabinets, an open kitchen with a foam, marble hexagon, pot filler, nickel crockery, renovated bathrooms, interior paint, mirrored bedroom doors, less lighting and engineered wooden floors everywhere.",https://photos.zillowstatic.com/fp/97ae6ae32a1eac4d75289081d6bafe5d-cc_ft_960.jpg,1.299999,True
16921350,2,2.0,1044.0,Parker Pl PENTHOUSE F,San Diego,CA,"This two-bedroom, two-bathroom nook on the top floor has unconventional views. Excellent full-time rental at home or on vacation. Feel at home when you are here. Centrally located and minutes away from everything. Very walkable. This nook was in good condition and ready to stay. The best location in a charming house. The seller will entertain with offers ranging from $1,799,000 to $1,849,000.",https://photos.zillowstatic.com/fp/99a9523cc478c1c51529e97ef95e9e1f-cc_ft_960.jpg,1.849,True
16844075,3,2.0,1198.0,Millikin Ave,San Diego,CA,"Surrounded by a white pickup fence, this renovated home is lovingly cared for and perfect for those looking for their next home. Large open floor with a huge large room, a quartz kitchen with countertops, a large stainless steel sink, stainless steel sinks, wooden floors, new bathroom amenities, new modern floor tiles in the bathroom, new underground tiles in the primary shower, new carpet, paint and paint and valves to preserve countless flowers, trees, fruit trees and a beautiful and lush courtyard. A new sliding glass door to the garden will be installed before the end of the year.",https://photos.zillowstatic.com/fp/997dfceb72d8d94c5b43e3ad79037670-cc_ft_960.jpg,1.45,True
16922882,5,6.0,2716.0,Ocean Front Walk,San Diego,CA,"The views, location, architecture and impeccable condition create a luxurious coastal living room at the highest level. Everything in this top quality and class home. The Chef's Kitchen has Vikings, including 4 ovens, 8 burners, a refrigerator, double sinks and white marble countertops. The main living room opens as the kitchen, dining room and living area interact with each other and flow easily to a stunning ocean-view balcony. The master bedroom is ideally located on the second level, including in the living room with ocean views.",https://photos.zillowstatic.com/fp/db1ac1afbf733a3e3a80b9716f358043-cc_ft_960.jpg,6.39,True
16860137,3,2.0,1472.0,Atwell St,San Diego,CA,"Charming and absolutely FANTASTIC one-storey house in Clairemont West with 3 bedrooms and 2 bathrooms, providing ample space for a comfortable stay. As you step onto the open floor plan, you will be greeted by natural light that fills the interior spaces, creating a warm and inviting atmosphere.",https://photos.zillowstatic.com/fp/1e4fc610dfa0469cf5e70437e1ac198a-cc_ft_960.jpg,1.0999,True
16743497,2,1.0,1000.0,Horado Rd,San Diego,CA,Torrey Pines State Beach is just 25 minutes away if you want to spend a day at the beach.,https://photos.zillowstatic.com/fp/c6fbbe8ceb876cbed8fac811f0fcf97b-cc_ft_960.jpg,0.575,True
60281577,3,3.0,1878.0,Lewis St,San Diego,CA,"The presence of one of the two master suites at the entry level provides both options and convenience. Almost 1900 sf includes an attractive, open-plan living concept that boasts plenty of natural light, high prices, and engineered wood. Like to cook or entertain? Step into the chef's dream with a newly finished, spacious kitchen with luxurious toilets, spacious cabinets, soft countertops along with an island, as well as a modern finish that adds a touch of luxury to this culinary haven. The patio, which is accessible from the kitchen and 2 bedrooms, offers privacy and space for cooking outdoors.",https://photos.zillowstatic.com/fp/896390bb198048aeb819d48bcc19e7eb-cc_ft_960.jpg,1.199,True
2057130642,2,2.0,1450.0,Evening Creek Dr,San Diego,CA,"Welcome to this incredible former model with epic urban lighting and mountain views! Prepare for stylish wooden floors to roll over in heels for a cosy fireplace in the living room. It's pure charm, my friend! Call all the chefs! A gourmet kitchen is straight out of your dreams. With ruddy granite worktops, shiny steel countertops and a hand-held breakfast bar, it's the perfect place for casual dinners and culinary adventures.. Relax in the master bedroom with a spacious walk-in zone, a double vanity in the master bathroom and a shower for ultimate relaxation.",https://photos.zillowstatic.com/fp/6d247e51acb26d167fe86f875f8c876a-cc_ft_960.jpg,0.799,True
16871668,2,2.0,1185.0,Escobar Dr,San Diego,CA,"Welcome home to your 2-bedroom, 1-and-a-half-bathroom with a 2-car garage in the Designanta area! Open your French doors to your private covered patio and side courtyard, where you can enjoy indoor and outdoor life. Both bedrooms are located on the top floor for privacy from common areas. The communal amenities of the Portofino villa include a swimming pool, spa, tennis / carcass courts, BBQ, centralized park, walkways and much more!",https://photos.zillowstatic.com/fp/000d3ecb42eed30a35539bc02faaec45-cc_ft_960.jpg,0.849,True
63778227,3,3.0,1428.0,Paseo Aurora,San Diego,CA,"The main level of the living room has an open concept floor plan with splendid hardwood floors and high fireplaces, creating a light and airy living room atmosphere. One bedroom and bathroom on the main level of the living room. Open the balcony door of the living room so that cool breezes flow through or sit outside with your favorite drink. The kitchen has a large storage area, granite tables and a breakfast bar illuminated by suspended lighting. On the top floor there are both bedrooms and two full bathrooms. The lounges in the block take the hassle out of a busy day. In the coming months you can enjoy the brand new Riba Del Sol park (currently under construction!), which will include a picnic area, gyms, playgrounds, open green areas and a basketball court.",https://photos.zillowstatic.com/fp/450cc08568d922325f7be42ac17776ed-cc_ft_960.jpg,0.599,True
